,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
213787,49620,"York-Hanover, PA",4,PA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,178050,0,1000,1,,,25.65,53350,0.5,11.75,15.11,20.98,29.85,44.16,24440,31420,43650,62080,91850,,
213788,49660,"Youngstown-Warren-Boardman, OH-PA",4,OH,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,199600,0,1000,1,,,22.73,47280,0.4,10.66,13.4,17.96,27.38,37.37,22180,27870,37350,56950,77720,,
213789,49700,"Yuba City, CA",4,CA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,49480,0.1,1000,1,,,28.31,58890,0.7,14.63,16.33,21.5,32.6,50.46,30440,33960,44720,67810,104950,,
213790,49740,"Yuma, AZ",4,AZ,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,67550,0,1000,1,,,23.32,48500,0.4,13.21,14.25,17.87,26.47,39.26,27480,29640,37170,55050,81660,,
213791,70750,"Bangor, ME",4,ME,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,64620,0,1000,1,,,26.89,55930,0.5,14.1,16.24,21.21,30,42.97,29320,33780,44120,62390,89370,,
213792,70900,"Barnstable Town, MA",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,100180,0.1,1000,1,,,29.92,62240,0.5,15.38,17.39,23.31,35.81,49.98,32000,36180,48480,74490,103950,,
213793,71650,"Boston-Cambridge-Nashua, MA-NH",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,2703870,0,1000,1,,,38.85,80810,0.6,16.24,18.9,29.37,48.04,72.71,33780,39320,61090,99930,151240,,
213794,71950,"Bridgeport-Stamford-Norwalk, CT",4,CT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,393430,0,1000,1,,,36.74,76410,1.2,14.55,17.7,27.07,45.43,67.16,30270,36810,56300,94500,139680,,
213795,72400,"Burlington-South Burlington, VT",4,VT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,117480,0,1000,1,,,30.38,63180,0.6,14.65,17.92,23.95,36.46,50.21,30470,37260,49810,75840,104440,,
213796,72850,"Danbury, CT",4,CT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,74730,0,1000,1,,,31.02,64530,0.8,13.89,16.75,23.3,37.13,52.75,28890,34840,48470,77230,109710,,
213797,73050,"Dover-Durham, NH-ME",4,NH,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,50320,0,1000,1,,,28.52,59320,0.6,13.15,16.16,22.23,32.83,49.5,27350,33610,46240,68280,102950,,
213798,73450,"Hartford-West Hartford-East Hartford, CT",4,CT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,556860,0,1000,1,,,33.19,69040,0.3,14.18,17.45,25.47,39.69,60.26,29490,36290,52980,82550,125350,,
213799,74500,"Leominster-Gardner, MA",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,50770,0,1000,1,,,28.08,58410,0.7,14.75,16.85,22.03,32.12,48.21,30690,35050,45820,66820,100280,,
213800,74650,"Lewiston-Auburn, ME",4,ME,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,47300,0.1,1000,1,,,25.89,53860,0.7,14.14,16.27,20.91,29.06,39.85,29400,33840,43480,60440,82880,,
213801,74950,"Manchester, NH",4,NH,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,106580,0,1000,1,,,30.2,62810,0.7,13.72,17.13,23.26,35.98,51,28540,35630,48380,74840,106080,,
213802,75550,"New Bedford, MA",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,65150,0,1000,1,,,27.38,56940,0.8,14.61,16.38,21.56,30.82,47.37,30390,34080,44850,64110,98530,,
213803,75700,"New Haven, CT",4,CT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,287010,0,1000,1,,,32.23,67030,0.3,14.2,17.31,24.17,38.64,57.08,29540,36000,50270,80380,118720,,
213804,76450,"Norwich-New London-Westerly, CT-RI",4,CT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,119780,0,1000,1,,,30.7,63850,0.4,13.78,16.53,23.73,38.12,52.48,28660,34380,49360,79290,109150,,
213805,76600,"Pittsfield, MA",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,38030,0.1,1000,1,,,29.12,60580,0.6,14.72,16.94,22.51,35.05,49.03,30620,35240,46810,72900,101980,,
213806,76750,"Portland-South Portland, ME",4,ME,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,203500,0,1000,1,,,28.81,59920,0.6,14.66,17.61,23.04,32.63,48.49,30500,36640,47930,67880,100870,,
213807,76900,"Portsmouth, NH-ME",4,NH,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,90460,0,1000,1,,,31.5,65510,0.5,14.03,17.44,24.01,37.72,54.01,29170,36270,49930,78450,112330,,
213808,77200,"Providence-Warwick, RI-MA",4,RI,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,560530,0,1000,1,,,30.12,62640,0.4,13.97,16.86,23.17,36.91,51.29,29060,35060,48190,76770,106690,,
213809,78100,"Springfield, MA-CT",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,318670,0,1000,1,,,29.5,61350,0.3,14.81,16.81,22.93,35.66,49.83,30790,34970,47690,74180,103650,,
213810,78700,"Waterbury, CT",4,CT,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,65930,0.1,1000,1,,,28.44,59160,0.4,13.72,16.24,22.3,34.13,48.03,28540,33770,46370,70980,99900,,
213811,79600,"Worcester, MA-CT",4,MA,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,282810,0,1000,1,,,31.07,64630,0.4,14.93,17.3,23.46,37.33,54.92,31050,35970,48800,77650,114220,,
